"_numero","_ano","_tipo","nomeProposicao","idProposicao","tipoProposicao","tema","Ementa","Autor","DataApresentacao","RegimeTramitacao","Apreciacao","Indexacao","Situacao","LinkInteiroTeor"
"796","2015","REQ","REQ 796/2015 => PL 2177/2011","962435","Requerimento de Urgência (Art. 155 do RICD)","","Requer regime de urgência para apreciação de proposição.","Bruno Araújo","04/03/2015",".",".","","Diversas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1306224"
"25","2015","PLP","PLP 25/2015","994612","Projeto de Lei Complementar","Desenvolvimento Regional","Dá nova redação ao §1º do art. 1º da Lei Complementar nº 94, de 19 de novembro de 1998, que autoriza o Poder Executivo a criar a Região Integrada de Desenvolvimento do Distrito Federal e Entorno - RIDE e instituir o Programa Especial de Desenvolvimento do Entorno do Distrito Federal, e dá outras providências.","Rogério Rosso","10/03/2015","Prioridade","Proposição Sujeita à Apreciação do Plenário","Alteração, Lei da RIDE, criação ,Programa Especial de Desenvolvimento do Entorno do Distrito Federal, Região Integrada de Desenvolvimento do Distrito Federal e Entorno (RIDE) ,programa especial,  integração, Município ,Distrito Federal,  Goiás, Minas Gerais, política demográfica,  política de emprego, política econômica, política social, tarifa, frete, seguro, incentivo fiscal , isenção fiscal, mão de obra.","MESA - Aguardando Apreciação pelo Senado Federal","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1307480"
"894","2015","REQ","REQ 894/2015 => PL 623/2015","996537","Requerimento de Urgência (Art. 155 do RICD)","","Requer nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei 623/2015.","Renata Abreu","10/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1308012"
"670","2015","MPV","MPV 670/2015","996553","Medida Provisória","Tributação","Altera a Lei nº 11.482, de 31 de maio de 2007, para dispor sobre os valores da tabela mensal do Imposto sobre a Renda da Pessoa Física; a Lei nº 7.713, de 22 de dezembro de 1988; e a Lei nº 9.250, de 26 de dezembro de 1995.","Poder Executivo","11/03/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, Legislação Tributária Federal, reajuste, valor, tabela progressiva mensal, imposto de renda, pessoa física, rendimento isento, despesa, dependente, base de cálculo, imposto.","Tranformada no(a) Lei Ordinária 13149/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1308230"
"1030","2015","REQ","REQ 1030/2015 => PL 644/2015","1049075","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 644/2015.","Eduardo da Fonte","18/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1310807"
"1041","2015","REQ","REQ 1041/2015 => PL 6232/2013","1049167","Requerimento de Urgência (Art. 155 do RICD)","","Requeremos a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei n° 6232, de 2013, que ""Dispõe sobre a criação de 1 (uma) vara federal no Estado do Rio Grande do Sul e sobre a criação de cargos efetivos e em comissão e funções comissionadas no Quadro de Pessoal da Justiça Federal e dá outras providências"".","Leonardo Picciani","18/03/2015",".",".","","COAPP(SGM) - Aguardando Encaminhamento","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1311068"
"846","2015","PL","PL 846/2015","1049380","Projeto de Lei","Direito Penal e Processual Penal","Acrescenta parágrafo ao artigo 121 do Decreto-lei nº 2.848, de 07 de dezembro de 1940 - Código Penal.

NOVA EMENTA: Altera os arts. 121 e 129 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, e o art. 1º da Lei nº 8.072, de 25 de julho de 1990 - Lei dos Crimes Hediondos.","Leonardo Picciani","19/03/2015","Urgência art. 155 RICD","Proposição Sujeita à Apreciação do Plenário","Alteração, Código Penal, agravação penal, homicídio, vítima, autoridade, agente, segurança pública, exercício profissional.","Tranformada no(a) Lei Ordinária 13142/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1311509"
"671","2015","MPV","MPV 671/2015","1050558","Medida Provisória","Desporto e Lazer; Tributação","Institui o Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro, dispõe sobre a gestão temerária no âmbito das entidades desportivas profissionais, e dá outras providências.

NOVA EMENTA: Estabelece princípios e práticas de responsabilidade fiscal e financeira e de gestão transparente e democrática para entidades desportivas profissionais de futebol; institui parcelamentos especiais para recuperação de dívidas pela União, cria a Autoridade Pública de Governança do Futebol - APFUT;  dispõe sobre a gestão temerária no âmbito das entidades desportivas profissionais; cria a Loteria Exclusiva - LOTEX; altera as Leis nºs 9.615, de 24 de março de 1998, 8.212, de 24 de julho de 1991, 10.671, de 15 de maio de 2003, 10.891, de 9 de julho de 2004, 11.345, de 14 de setembro de 2006, e 11.438, de 29 de dezembro de 2006, e os Decretos-Leis nºs 3.688, de 3 de outubro de 1941, e 204, de 27 de fevereiro de 1967;  revoga a Medida Provisória nº 669, de 26 de fevereiro de 2015; cria programa de iniciação esportiva escolar; e dá outras providências.","Poder Executivo","20/03/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, Estatuto de Defesa do Torcedor, Lei Pelé, criação, Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro - PROFUT, gestão temerária, entidade desportiva, parcelamento, débito trabalhista, débito fiscal, comitê executivo, Ministério do Esporte, refinanciamento, dívida, clube, futebol.","Tranformada no(a) Lei Ordinária 13155/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1312733"
"863","2015","PL","PL 863/2015","1050643","Projeto de Lei","Tributação","Altera a Lei nº 12.546, de 14 de dezembro de 2011, quanto à contribuição previdenciária sobre a receita bruta; a Lei nº 12.469, de 26 de agosto de 2011, a Lei nº 12.995, de 18 de junho de 2014, e a Lei nº 11.196, de 21 de novembro de 2005, quanto à tributação de bebidas frias; e a Lei nº 12.780, de 9 de janeiro de 2013, que dispõe sobre medidas tributárias referentes à realização, no Brasil, dos Jogos Olímpicos de 2016 e dos Jogos Paraolímpicos de 2016.

NOVA EMENTA: Altera as Leis nºs 12.546, de 14 de dezembro de 2011, quanto à contribuição previdenciária sobre a receita bruta, 12.780, de 9 de janeiro de 2013, que dispõe sobre medidas tributárias referentes à realização, no Brasil, dos Jogos Olímpicos de 2016 e dos Jogos Paraolímpicos de 2016, 11.977, de 7 de julho de 2009, e 12.035, de 1º de outubro de 2009; e revoga dispositivos da Lei n° 11.196, de 21 de novembro de 2005, quanto à tributação de bebidas frias.","Poder Executivo","20/03/2015","Urgência art. 64 CF","Proposição Sujeita à Apreciação do Plenário","Alteração, Lei do Bem, contribuição previdenciária, receita bruta, aumento, alíquota, tributação, bebida fria, comprovação, recolhimento, taxa, utilização, manutenção, equipamento contador de produção, fornecimento, selo de controle fiscal, extinção, Regime Aduaneiro Especial de Importação de embalagens, desoneração tributária, operação, realização, jogos olímpicos, jogos paraolímpicos, isenção importação, bens duráveis, prazo, transferência, donatário.","Tranformada no(a) Lei Ordinária 13161/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1312261"
"37","2015","PLP","PLP 37/2015","1050788","Projeto de Lei Complementar","Finanças Públicas e Orçamento","""Altera a Lei Complementar nº 148, de 25 de novembro de 2014.""

NOVA EMENTA: Altera a Lei Complementar nº 148, de 25 de novembro de 2014;  revoga as Leis nºs 10.819, de 16 de dezembro de 2003, e 11.429, de 26 de dezembro de 2006; e dá outras providências.","Leonardo Picciani","24/03/2015","Urgência art. 155 RICD","Proposição Sujeita à Apreciação do Plenário","Alteração, Lei complementar, União Federal, refinanciamento, dívida, Estados, Distrito Federal (Brasil), Município, saldo devedor, aditamento contratual.","Tranformada no(a) Lei Complementar 151/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1312893"
"1108","2015","REQ","REQ 1108/2015 => PLP 34/2015","1050795","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PLP 34/2015","Mendonça Filho","24/03/2015","Ordinária","Requerimento","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1312966"
"1117","2015","REQ","REQ 1117/2015 => PL 8122/2014","1050835","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 8122/2014.","Celso Russomanno","24/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313075"
"1118","2015","REQ","REQ 1118/2015 => PL 7885/2014","1050836","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 7885/2014.","Eduardo da Fonte","24/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313076"
"1121","2015","REQ","REQ 1121/2015 => PL 7224/2006","1050840","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 7224/2006.","Eduardo da Fonte","24/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313080"
"1125","2015","REQ","REQ 1125/2015 => PL 6701/2013","1050845","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 6701/2013.","Eduardo da Fonte","24/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313086"
"1126","2015","REQ","REQ 1126/2015 => PL 3111/2012","1050847","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 3111/2012.","Eduardo da Fonte","24/03/2015",".",".","","Diversas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313087"
"1129","2015","REQ","REQ 1129/2015 => PL 5773/2013","1050852","Requerimento de Urgência (Art. 155 do RICD)","","Requer urgência, nos termos do art. 155, do Regimento Interno da Câmara dos Deputados, para apreciação do PL 5773/2013, de autoria do Deputado Onyx Lorenzoni, que altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, acrescentando o art. 288 - B, tipificando o crime de terrorismo, e dá outras disposições.","Mendonça Filho","24/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313094"
"672","2015","MPV","MPV 672/2015","1150196","Medida Provisória","Trabalho e Emprego","Dispõe sobre a política de valorização do salário mínimo para o período de 2016 a 2019.

NOVA EMENTA: Dispõe sobre a política de valorização do salário mínimo e dos benefícios pagos pelo Regime Geral de Previdência Social para o período de 2016 a 2019.","Poder Executivo","25/03/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Diretrizes, política, valorização, salário mínimo, reajuste, cálculo, percentual, variação, Índice Nacional de Preços ao Consumidor, taxa, crescimento, Produto Interno Bruto.","Tranformada no(a) Lei Ordinária 13152/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1313843"
"567","2015","REQ","REQ 567/2015 CPIPETRO","1155251","Requerimento","","Requer seja convocado Senhor Joel Mendes Rennó, Presidente da Petrobras no período de 1992 a 1999.","Jorge Solla","25/03/2015","Ordinária","Requerimento","","CPIPETRO - Pronta para Pauta","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1314240"
"1219","2015","REQ","REQ 1219/2015 => PL 6726/2013","1194736","Requerimento de Urgência (Art. 155 do RICD)","","Requer urgência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, para apreciação do PL nº 6.726, de 2013, que dispõe sobre a exploração e a produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos, sob o regime de concessão, em áreas do pré-sal e em áreas estratégicas, e dá outras providências.","Mendonça Filho","30/03/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1315600"
"57","2015","PDC","PDC 57/2015","1228455","Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais","Direitos Humanos, Minorias e Cidadania; Relações Internacionais","Aprova o texto do Tratado de Marraqueche para Facilitar o Acesso a Obras Publicadas às Pessoas Cegas, com Deficiência Visual ou com Outras Dificuldades para ter acesso ao Texto Impresso, concluído no âmbito da Organização Mundial da Propriedade Intelectual (OMPI), celebrado em Marraqueche, em 28 de junho de 2013.","Comissão de Relações Exteriores e de Defesa Nacional","30/04/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Aprovação, Ato Internacional, Tratado de Marraqueche para Facilitar o Acesso a Obras Publicadas às Pessoas Cegas, com Deficiência Visual ou com Outras Dificuldades, acesso, texto Impresso, âmbito, Organização Mundial da Propriedade Intelectual (OMPI).","Tranformada no(a) Decreto Legislativo 261/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1327376"
"1681","2015","REQ","REQ 1681/2015 => PL 1358/2015","1228940","Requerimento de Urgência (Art. 155 do RICD)","","Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 1.358/15.","Leonardo Picciani","05/05/2015",".",".","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1328931"
"739","2015","REQ","REQ 739/2015 CPIPETRO","1243807","Requerimento","","Requer que seja submetido à deliberação do Plenário desta Comissão Parlamentar de Inquérito o pedido ora formulado de REQUISIÇÃO ao titular da Delegacia da Polícia Civil de Bastos no estado de São Paulo do inteiro teor do Termo de Depoimento do Senhor Antônio Carlos Vaccari, dos autos do Inquérito Policial que investiga conduta do mesmo, bem como de todo e qualquer documento ou depoimento produzido pertinente ao caso.","Bruno Covas","12/05/2015","Ordinária","Requerimento","","CPIPETRO - Arquivada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1332808"
"784","2015","REQ","REQ 784/2015 CPIPETRO","1279911","Requerimento","","Requer a esta Comissão Parlamentar de Inquérito convoque o Senhor Paulo Pires de Almeida.","Altineu Côrtes","20/05/2015","Ordinária","Requerimento","","CPIPETRO - Aguardando Providências Internas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1337335"
"675","2015","MPV","MPV 675/2015","1280621","Medida Provisória","Tributação","Altera a Lei nº 7.689, de 15 de dezembro de 1988, para elevar a alíquota da Contribuição Social sobre o Lucro Líquido - CSLL em relação às pessoas jurídicas de seguros privados e de capitalização e às referidas nos incisos I a VII, IX e X do § 1º do art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001.

NOVA EMENTA: Altera a Lei nº 7.689, de 15 de dezembro de 1988, para elevar a alíquota da Contribuição Social sobre o Lucro Líquido - CSLL em relação às pessoas jurídicas de seguros privados e de capitalização, e às referidas nos incisos I a VII, IX e X do § 1º do art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001; altera as Leis nºs 9.808, de 20 de julho de 1999, 8.402, de 8 de janeiro de 1992, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, 11.033, de 21 de dezembro de 2004, 12.715, de 17 de setembro de 2012, 9.249, de 26 de dezembro de 1995, 11.484, de 31 de maio de 2007, 12.973, de 13 de maio de 2014, 10.150, de 21 de dezembro de 2000, e 10.865, de 30 de abril de 2004; e dá outras providências.","Poder Executivo","22/05/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, Lei federal, aumento, percentual, alíquota, CSLL, pessoa jurídica, Instituição financeira, seguro privado, capitalização.","Tranformada no(a) Lei Ordinária 13169/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1338447"
"796","2015","REQ","REQ 796/2015 CPIPETRO","1280721","Requerimento","","Requer a convocação dos Srs MILTON PASCOWITCH e PEDRO BARUSCO, para acareação a fim de esclarecer fatos referentes a desvio de dinheiro da Petrobras a esta CPI","Júlio Delgado","22/05/2015","Ordinária","Requerimento","","CPIPETRO - Aguardando Providências Internas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1338736"
"2027","2015","REQ","REQ 2027/2015 => PDC 1408/2013","1301437","Requerimento de Urgência (Art. 155 do RICD)","","Nos termos do Art. 155 do Regimento Interno da Câmara dos Deputados, requeiro a Vossa Excelência, URGÊNCIA para a tramitação do Projeto de Decreto Legislativo nº 1408 de 2013, que ""Susta a Norma Regulamentadora nº 12 (NR 12) - Segurança em Máquinas e Equipamentos, do Ministério do Trabalho e Emprego (MTE)"".","Alceu Moreira","01/06/2015","Ordinária","Requerimento","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1342825"
"2118","2015","REQ","REQ 2118/2015 => PL 1780/2015","1306690","Requerimento de Urgência (Art. 155 do RICD)","","Requer urgência para a votação do PL 1780/2015, que altera a Lei nº 9.504, de 30 de setembro de 1997, para excluir as despesas com ações e serviços de saúde das restrições a que estão sujeitas as transferências voluntárias em períodos pré-eleitorais.","Eduardo da Fonte","11/06/2015","Ordinária","Requerimento","","MESA - Tramitação do Requerimento Finalizada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1347143"
"676","2015","MPV","MPV 676/2015","1504953","Medida Provisória","Previdência e Assistência Social","Altera a Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social.

NOVA EMENTA: Altera as Leis nºs 8.212, de 24 de julho de 1991, e 8.213, de 24 de julho de 1991, para tratar da associação do segurado especial em cooperativa de crédito rural e, ainda essa última, para atualizar o rol de dependentes, estabelecer regra de não incidência do fator previdenciário, regras de pensão por morte e de empréstimo consignado, a Lei nº 10.779, de 25 de novembro de 2003, para assegurar pagamento do seguro-defeso para familiar que exerça atividade de apoio à pesca, a Lei nº 12.618, de 30 de abril de 2012, para estabelecer regra de inscrição no regime de previdência complementar dos servidores públicos federais titulares de cargo efetivo, a Lei nº 10.820, de 17 de dezembro de 2003, para dispor sobre o pagamento de empréstimos realizados por participantes e assistidos com entidades fechadas e abertas de previdência complementar e a Lei nº 7.998, de 11 de janeiro de 1990; e dá outras providências.","Poder Executivo","18/06/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, Lei de Benefícios da Previdência Social, critério, aposentadoria por tempo de contribuição, não incidência, fator previdenciário.","Tranformada no(a) Lei Ordinária 13183/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1350500"
"2016","2015","PL","PL 2016/2015","1514014","Projeto de Lei","Defesa e Segurança Nacional","Altera a Lei nº 12.850, de 2 de agosto de 2013, e a Lei nº 10.446, de 8 de maio de 2002, para dispor sobre organizações terroristas.
NOVA EMENTA: Regulamenta o disposto no inciso XLIII do art. 5º da Constituição Federal, disciplinando o terrorismo, tratando de disposições investigatórias e processuais e reformulando o conceito de organização terrorista; e altera as Leis nºs 7.960, de 21 de dezembro de 1989, e 12.850, de 2 de agosto de 2013.","Poder Executivo","18/06/2015","Urgência art. 64 CF","Proposição Sujeita à Apreciação do Plenário","Alteração, Lei Federal, classificação, atos, integração, pessoas, organização terrorista, penalidade, não aplicação, participação, individual, coletivo, manifestação pública, movimento social, irregularidade, conduta, agente público, recrutamento, treinamento, aumento da pena, crime contra a pessoa, motivo, ideologia política, terrorismo._Alteração, Lei Federal, atuação, Polícia Federal (PF), crime, terrorismo.","Diversas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1350712"
"2020","2015","PL","PL 2020/2015","1514136","Projeto de Lei","Direito Civil e Processual Civil","Disciplina a ação de indisponibilidade de bens, direitos ou valores em decorrência de resolução do Conselho de Segurança das Nações Unidas - CSNU.","Poder Executivo","18/06/2015","Urgência art. 64 CF","Proposição Sujeita à Apreciação do Plenário","Disciplinamento, ação civil de indisponibilidade de bens valores e direitos, Resolução, Conselho de Segurança das Nações Unidas, bloqueio, bens, prevenção, financiamento, terrorismo, comercialização, arma de destruição em massa.","Tranformada no(a) Lei Ordinária 13170/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1350840"
"894","2015","REQ","REQ 894/2015 CPIPETRO","1514282","Requerimento de Adiamento de discussão em regime de urgência","","Requer que a CPI PETROBRAS sugira ao Procurador-Geral da República que tome as providências necessárias à declaração de nulidade dos procedimentos licitatórios realizados pela Empresa Petróleo Brasileiro S/A (PETROBRAS) e pela Sete Brasil Participações S/A (SETE BRASIL) comprovadamente fraudados e dos contratos considerados irregulares no âmbito da Operação Lava Jato, assim como ao impedimento do repasse do objeto desses contratos a terceiros, sem o prévio procedimento licitatório, e à responsabilização dos que aceitarem dar continuidade à execução do contrato ilícito.","Félix Mendonça Júnior","19/06/2015",".",".","","CPIPETRO - Aguardando Providências Internas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1351229"
"678","2015","MPV","MPV 678/2015","1515648","Medida Provisória","Administração Pública; Segurança Pública","Altera a Lei nº 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas.

NOVA EMENTA: Altera as Leis nºs 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas - RDC, 7.210, de 11 de julho de 1984, 6.015, de 31 de dezembro de 1973, 8.935, de 18 de novembro de 1994, 11.196, de 21 de novembro de 2005, e 12.305, de 2 de agosto de 2010; e dá outras providências.","Poder Executivo","24/06/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, lei federal, Regime diferenciado de contratações públicas, construção, reforma, estabelecimento penal, unidade, atendimento socioeducativo, ações, segurança pública.","Tranformada no(a) Lei Ordinária 13190/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1352472"
"679","2015","MPV","MPV 679/2015","1515649","Medida Provisória","Desporto e Lazer; Segurança Pública","Dispõe sobre autorização para a realização de obras e serviços necessários ao fornecimento de energia elétrica temporária para os Jogos Olímpicos e Paraolímpicos de 2016, de que trata a Lei no 12.035, de 1o de outubro de 2009, e altera a Lei nº 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa Minha Vida e sobre a regularização fundiária de assentamentos localizados em áreas urbanas, a Lei nº 12.035, de 2009, que institui o Ato Olímpico, e a Lei nº 11.473, de 10 de maio de 2007, que dispõe sobre cooperação federativa no âmbito da segurança pública.

NOVA EMENTA: Dispõe sobre autorização para a realização de obras e serviços necessários ao fornecimento de energia elétrica temporária para os Jogos Rio 2016; e altera as Leis nºs 11.473, de 10 de maio de 2007, que dispõe sobre cooperação federativa no âmbito da segurança pública, 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa, Minha Vida e a regularização fundiária de assentamentos em áreas urbanas, 12.035, de 1º de outubro de 2009, que institui o Ato Olímpico, e 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas - RDC.","Poder Executivo","24/06/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Procedimento, execução, obra, serviços, fornecimento, energia elétrica, área, concessão (administração pública), Jogos Olímpicos, Jogos Paraolímpicos, alteração, lei federal, utilização, unidade, habitação, Programa Minha Casa, Minha Vida, atleta, técnico, profissional, vinculação, evento desportivo, inclusão, Secretaria Extraordinária de Segurança para Grandes Eventos (SESGE), cooperação, atividade, segurança pública.","Tranformada no(a) Lei Ordinária 13173/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1352474"
"74","2015","PEC","PEC 74/2015","1526944","Proposta de Emenda à Constituição","Finanças Públicas e Orçamento","Acrescenta parágrafos ao artigo 100 da Constituição Federal, dispondo sobre o regime de pagamento de débitos públicos decorrentes de condenações judiciais, e acrescenta disposições ao Ato das Disposições Constitucionais Transitórias, instituindo regime especial de pagamento para os casos em mora.","Carlos Sampaio","25/06/2015","Especial","Proposição Sujeita à Apreciação do Plenário","Constituição Federal (1988), Ato das Disposições Constitucionais Transitórias, regime, pagamento, débito, fazenda pública, decisão judicial, regime especial, precatório, mora.","MESA - Aguardando Apreciação pelo Senado Federal","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1353360"
"2409","2015","REQ","REQ 2409/2015 => PL 5230/2013","1554118","Requerimento de Urgência (Art. 155 do RICD)","","Requer, nos termos do art. 155, do Regimento Interno da Câmara dos Deputados, URGÊNCIA para a tramitação de PL nº 5.230, de 2013, que ""acrescenta dispositivos à Lei nº 12.592, de 18 de janeiro de 2.012, para dispor sobre a regulamentação e base de tributação do ""salão-parceiro"" e do ""profissional-parceiro"".","Leonardo Picciani","07/07/2015","Ordinária","Requerimento","","Diversas","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1358027"
"124","2015","PLP","PLP 124/2015","1555340","Projeto de Lei Complementar","Administração Pública","Dispõe sobre a aposentadoria compulsória por idade, com proventos proporcionais, nos termos do inciso II do § 1º do art. 40 da Constituição Federal.","Senado Federal - José Serra","08/07/2015","Urgência art. 155 RICD","Proposição Sujeita à Apreciação do Plenário","Regulamentação, Constituição Federal (1988), idade, aposentadoria compulsória, provento proporcional, agente público, servidor público, membro, Poder Judiciário, Ministério Público, Defensoria pública, Tribunal de Contas, Conselho de Contas dos Municípios.","Tranformada no(a) Lei Complementar 152/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1358721"
"49","2015","REC","REC 49/2015 => PL 8170/2014","1570705","Recurso contra apreciação conclusiva de comissão (Art. 58, § 1º c/c art. 132, § 2º, RICD)","","Recurso contra apreciação conclusiva pelas Comissões do Projeto de Lei nº 8.170, de 2014, que  ""concede anistia aos débitos decorrentes de multas cominadas pelo IBAMA aos Municípios por infrações administrativas ambientais ocorridas antes da vigência da Lei Complementar nº 140, de 8 de dezembro de 2011, nos termos que especifica"".","Jovair Arantes","09/07/2015",".","Proposição Sujeita à Apreciação do Plenário","","MESA - Arquivada","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1359752"
"681","2015","MPV","MPV 681/2015","1570898","Medida Provisória","Trabalho e Emprego","Altera a Lei nº 10.820, de 17 de dezembro de 2003, a Lei nº 8.213, de 24 de julho de 1991, e a Lei nº 8.112, de 11 de dezembro de 1990, para dispor sobre desconto em folha de valores destinados ao pagamento de cartão de crédito.","Poder Executivo","13/07/2015","Urgência","Proposição Sujeita à Apreciação do Plenário","Alteração, Lei do Crédito Consignado, Lei de Benefícios da Previdência Social, Regime Jurídico Único, empregado, autorização, CLT, consignação em folha de pagamento, desconto salarial, pagamento, cartão de crédito, empréstimo, financiamento, arrendamento mercantil, instituição financeira, contrato, verba rescisória, empregador, percentual, beneficiário, aposentadoria, pensão, Regime geral de previdência social, Instituto Nacional do Seguro Social (INSS), Sindicato.","Tranformada no(a) Lei Ordinária 13172/2015","http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1360652"
